job_index,region,requested_gpus,submit_slot,deadline_slot,runtime_slots,declared_job_energy_mwh,declared_job_energy_upper_mwh,runtime_energy_mwh,baseline_start_slot,counterfactual_start_slot,risk_aligned_start_slot,baseline_event_slots,counterfactual_event_slots,baseline_objective_usd,counterfactual_objective_usd,risk_aligned_objective_usd
49927,2,1.0,1598,1822,128,1.0373055555555563e-05,0.032,0.032,1598,1598,1598,16,16,3.048,3.648,3.648
49928,0,1.0,4618,4719,5,5.089282462185221e-06,0.00125,0.00125,4618,4618,4618,0,0,0.00375,0.00375,0.00375
49929,0,1.0,5386,5610,128,1.9314727484418893e-06,0.032,0.032,5386,5386,5386,8,8,3.048,3.348,3.348
49930,1,1.0,4180,4281,5,5.089282462185221e-06,0.00125,0.00125,4180,4180,4180,0,0,0.00375,0.00375,0.00375
49931,3,1.0,4655,4775,24,1.8615120156467018e-06,0.006,0.006,4655,4680,4680,7,0,0.10350000000000001,0.3285,0.3285
49932,3,1.0,11918,12142,128,1.9314727484418893e-06,0.032,0.032,11918,11918,11918,8,8,3.048,3.348,3.348
49933,2,1.0,1455,1679,128,1.9314727484418893e-06,0.032,0.032,1455,1455,1455,8,8,3.048,3.348,3.348
49934,2,1.0,8489,8587,2,5.85e-07,0.0005,0.0005,8489,8489,8489,0,0,0.000375,0.000375,0.009918293484690033
49935,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49936,2,2.0,991,1215,128,2.583055570913793e-05,0.064,0.064,991,991,991,8,8,6.096,6.696,6.696
49937,0,1.0,4086,4184,2,5.85e-07,0.0005,0.0005,4086,4086,4086,0,0,0.000375,0.000375,0.000375
49938,3,1.0,4773,4997,128,1.0373055555555563e-05,0.032,0.032,4773,4773,4773,11,11,3.048,3.4605,3.4605
49939,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49940,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49941,1,1.0,3673,3771,2,5.85e-07,0.0005,0.0005,3673,3673,3673,0,0,0.000375,0.000375,0.000375
49942,3,1.0,11174,11272,2,5.85e-07,0.0005,0.0005,11174,11174,11174,0,0,0.000375,0.000375,0.000375
49943,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49944,0,1.0,152,255,7,5.9506949454663995e-06,0.00175,0.00175,152,152,152,0,0,0.007875,0.007875,0.007875
49945,1,2.0,9414,9515,5,2.774932976186229e-05,0.0025,0.0025,9414,9414,9414,0,0,0.0075,0.0075,0.009025639038706195
49946,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49947,2,1.0,10987,11211,128,1.9314727484418893e-06,0.032,0.032,10987,10987,10987,16,16,3.048,3.648,3.6871104057241926
49948,2,1.0,1418,1642,128,1.0373055555555563e-05,0.032,0.032,1418,1418,1418,8,8,3.048,3.348,3.348
49949,3,2.0,6868,6966,2,1.7130495591308653e-05,0.001,0.001,6868,6868,6868,0,0,0.00075,0.00075,0.017274701633663726
49950,0,1.0,7416,7513,1,3.770217498256928e-07,0.00025,0.00025,7416,7416,7416,0,0,0.0,0.0,0.00012229790357020756
49951,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49952,3,1.0,8077,8175,2,5.85e-07,0.0005,0.0005,8077,8077,8078,0,0,0.000375,0.000375,0.0021580741417215133
49953,2,1.0,11645,11869,128,1.9314727484418893e-06,0.032,0.032,11645,11645,11645,8,8,3.048,3.348,3.348
49954,1,1.0,5388,5612,128,1.9314727484418893e-06,0.032,0.032,5388,5388,5388,8,8,3.048,3.348,3.348
49955,1,1.0,6069,6293,128,2.5295833333333346e-05,0.032,0.032,6069,6069,6069,8,8,3.048,3.348,3.7302768911513695
49956,0,1.0,4431,4655,128,1.9314727484418893e-06,0.032,0.032,4431,4431,4431,8,8,3.048,3.348,3.348
49957,1,1.0,2423,2647,128,1.9314727484418893e-06,0.032,0.032,2423,2423,2423,8,8,3.048,3.348,3.348
49958,1,1.0,10627,10851,128,1.0373055555555563e-05,0.032,0.032,10627,10627,10627,13,13,3.048,3.5355,3.612657067884178
49959,1,1.0,4258,4359,5,5.089282462185221e-06,0.00125,0.00125,4258,4258,4258,0,0,0.00375,0.00375,0.00375
49960,1,1.0,11044,11268,128,1.9314727484418893e-06,0.032,0.032,11044,11044,11044,8,8,3.048,3.348,3.348
49961,0,1.0,10706,10930,128,1.9314727484418893e-06,0.032,0.032,10706,10706,10706,16,16,3.048,3.648,3.743361687231599
49962,0,1.0,9903,10001,2,5.85e-07,0.0005,0.0005,9903,9903,9903,0,0,0.000375,0.000375,0.001040125249421488
49963,2,1.0,10717,10941,128,1.0373055555555563e-05,0.032,0.032,10717,10717,10717,16,16,3.048,3.648,3.684202132480193
49964,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49965,0,1.0,5821,6045,128,1.9314727484418893e-06,0.032,0.032,5821,5821,5821,16,16,3.048,3.648,3.8364314389672236
49966,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49967,2,1.0,835,936,5,5.089282462185221e-06,0.00125,0.00125,835,840,840,5,0,0.00375,0.013125,0.013125
49968,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49969,2,1.0,5278,5376,2,6.879278342431555e-06,0.0005,0.0005,5278,5278,5278,0,0,0.000375,0.000375,0.000375
49970,0,1.0,8344,8442,2,5.85e-07,0.0005,0.0005,8344,8344,8344,0,0,0.000375,0.000375,0.0052245009529575965
49971,0,1.0,5821,6045,128,1.9314727484418893e-06,0.032,0.032,5821,5821,5821,16,16,3.048,3.648,3.8364314389672236
49972,3,1.0,5388,5612,128,1.9314727484418893e-06,0.032,0.032,5388,5388,5388,8,8,3.048,3.348,3.348
49973,3,1.0,5391,5615,128,1.9314727484418893e-06,0.032,0.032,5391,5391,5391,8,8,3.048,3.348,3.348
49974,3,1.0,6153,6251,2,6.879278342431555e-06,0.0005,0.0005,6153,6153,6157,0,0,0.000375,0.000375,0.007972600416196936
49975,3,1.0,5812,6036,128,1.9314727484418893e-06,0.032,0.032,5812,5812,5812,16,16,3.048,3.648,3.737980176808766
49976,1,2.0,2103,2327,128,4.809673886552115e-06,0.064,0.064,2103,2103,2103,8,8,6.096,6.696,6.696
49977,1,1.0,7971,8651,584,6.2933333333333355e-06,0.146,0.146,7971,7971,7971,48,48,63.8385,65.63850000000001,67.03763547103793
49978,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49979,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49980,3,2.0,10875,11099,128,2.583055570913793e-05,0.064,0.064,10875,10875,10875,8,8,6.096,6.696,6.87258762125143
49981,3,1.0,10624,10848,128,1.0373055555555563e-05,0.032,0.032,10624,10624,10624,16,16,3.048,3.648,3.729173004708575
49982,1,1.0,11993,12217,128,1.9314727484418893e-06,0.032,0.032,11993,11993,11993,8,8,3.048,3.348,3.348
49983,2,8.0,774,937,67,5.0106666666666605e-05,0.134,0.134,774,774,774,8,8,6.633,9.033,9.033
49984,0,1.0,6553,6651,2,5.85e-07,0.0005,0.0005,6553,6553,6553,0,0,0.000375,0.000375,0.0018908684815238225
49985,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
49986,1,1.0,8488,8712,128,1.0373055555555563e-05,0.032,0.032,8488,8488,8488,16,16,3.048,3.648,3.998395242714337
49987,0,2.0,928,1152,128,2.583055570913793e-05,0.064,0.064,928,928,928,16,16,6.096,7.296,7.296
49988,1,2.0,5684,5908,128,2.583055570913793e-05,0.064,0.064,5684,5684,5684,8,8,6.096,6.696,6.696
49989,2,1.0,1898,1999,5,5.089282462185221e-06,0.00125,0.00125,1898,1898,1898,0,0,0.00375,0.00375,0.00375
49990,2,2.0,394,618,128,4.809673886552115e-06,0.064,0.064,394,394,394,8,8,6.096,6.696,6.696
49991,3,1.0,2635,2859,128,1.9314727484418893e-06,0.032,0.032,2635,2635,2635,16,16,3.048,3.648,3.648
49992,1,1.0,8271,8369,2,5.85e-07,0.0005,0.0005,8271,8271,8271,0,0,0.000375,0.000375,0.004444355079521939
49993,0,2.0,1476,1700,128,2.583055570913793e-05,0.064,0.064,1476,1476,1476,12,12,6.096,6.996,6.996
49994,2,8.0,602,703,5,1.70947579314794e-05,0.01,0.01,602,602,602,0,0,0.03,0.03,0.03
49995,3,2.0,991,1215,128,2.583055570913793e-05,0.064,0.064,991,991,991,8,8,6.096,6.696,6.696
49996,3,1.0,11831,12055,128,1.9314727484418893e-06,0.032,0.032,11831,11831,11831,8,8,3.048,3.348,3.348
49997,0,1.0,479,703,128,1.9314727484418893e-06,0.032,0.032,479,479,479,8,8,3.048,3.348,3.348
49998,3,1.0,11906,12130,128,1.9314727484418893e-06,0.032,0.032,11906,11906,11906,8,8,3.048,3.348,3.348
49999,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
50000,0,1.0,10596,10820,128,1.0373055555555563e-05,0.032,0.032,10596,10596,10596,12,12,3.048,3.498,3.653919389495186
50001,2,1.0,1455,1679,128,1.9314727484418893e-06,0.032,0.032,1455,1455,1455,8,8,3.048,3.348,3.348
50002,3,1.0,8863,9087,128,1.9314727484418893e-06,0.032,0.032,8863,8863,8863,8,8,3.048,3.348,3.3845518357817523
50003,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
50004,3,1.0,1392,1616,128,1.0373055555555563e-05,0.032,0.032,1392,1392,1392,16,16,3.048,3.648,3.648
50005,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
50006,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
50007,3,1.0,6641,6865,128,1.0373055555555563e-05,0.032,0.032,6641,6641,6641,8,8,3.048,3.348,3.648532858425349
50008,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
50009,2,16.0,4350,4480,34,0.00010869917343836564,0.136,0.136,4350,4350,4350,0,0,3.366,3.366,3.366
50010,0,1.0,5501,5725,128,1.0373055555555563e-05,0.032,0.032,5501,5501,5501,8,8,3.048,3.348,3.348
50011,1,1.0,2985,3082,1,3.770217498256928e-07,0.00025,0.00025,2985,2985,2985,0,0,0.0,0.0,0.0
50012,2,1.0,6255,6358,7,5.9506949454663995e-06,0.00175,0.00175,6255,6255,6255,0,0,0.007875,0.007875,0.018435640549763717
50013,3,1.0,1263,1487,128,1.0373055555555563e-05,0.032,0.032,1263,1263,1263,8,8,3.048,3.348,3.348
50014,0,1.0,9830,10054,128,1.0373055555555563e-05,0.032,0.032,9830,9830,9830,14,14,3.048,3.573,3.638860123061964
50015,1,1.0,11095,11319,128,1.9314727484418893e-06,0.032,0.032,11095,11095,11095,16,16,3.048,3.648,3.648
50016,3,1.0,4041,4146,9,1.4568381625802296e-05,0.0022500000000000003,0.0022500000000000003,4041,4041,4041,0,0,0.0135,0.0135,0.0135
50017,0,1.0,2347,2571,128,1.9314727484418893e-06,0.032,0.032,2347,2347,2347,16,16,3.048,3.648,3.648
50018,2,1.0,8489,8587,2,5.85e-07,0.0005,0.0005,8489,8489,8489,0,0,0.000375,0.000375,0.009918293484690033
50019,1,1.0,1175,1399,128,1.0373055555555563e-05,0.032,0.032,1175,1175,1175,8,8,3.048,3.348,3.348
50020,3,1.0,8087,8185,2,5.85e-07,0.0005,0.0005,8087,8087,8091,0,0,0.000375,0.000375,0.004496600993286307
50021,1,1.0,1736,1960,128,1.0373055555555563e-05,0.032,0.032,1736,1736,1736,8,8,3.048,3.348,3.348
50022,1,1.0,11472,11696,128,1.9314727484418893e-06,0.032,0.032,11472,11472,11472,16,16,3.048,3.648,3.648
50023,3,1.0,10987,11211,128,1.9314727484418893e-06,0.032,0.032,10987,10987,10987,16,16,3.048,3.648,3.6874932778227443
50024,1,16.0,1297,1427,34,0.00010869917343836564,0.136,0.136,1297,1320,1320,8,0,3.366,8.058,8.058
50025,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
50026,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
50027,0,1.0,2792,2893,5,5.089282462185221e-06,0.00125,0.00125,2792,2792,2792,0,0,0.00375,0.00375,0.00375
50028,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
50029,3,1.0,8977,9657,584,3.379861111111111e-05,0.146,0.146,8977,8977,8977,48,48,63.8385,65.63850000000001,65.72975990444087
50030,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
50031,2,1.0,744,968,128,1.9314727484418893e-06,0.032,0.032,744,744,744,8,8,3.048,3.348,3.348
50032,1,1.0,10704,10928,128,1.0373055555555563e-05,0.032,0.032,10704,10704,10704,16,16,3.048,3.648,3.6925336419000954
50033,0,1.0,6098,6218,24,1.8615120156467018e-06,0.006,0.006,6098,6120,6120,8,0,0.10350000000000001,0.3015,0.40569120200600844
50034,2,1.0,10659,10883,128,1.0373055555555563e-05,0.032,0.032,10659,10659,10659,8,8,3.048,3.348,3.4199869155914473
50035,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
50036,0,1.0,11263,11487,128,1.9314727484418893e-06,0.032,0.032,11263,11263,11263,8,8,3.048,3.348,3.348
50037,1,1.0,6876,6974,2,5.85e-07,0.0005,0.0005,6876,6876,6876,0,0,0.000375,0.000375,0.011477411392704112
50038,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
50039,2,1.0,9910,10008,2,5.85e-07,0.0005,0.0005,9910,9910,9910,0,0,0.000375,0.000375,0.0006300402635022492
50040,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
50041,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
50042,0,1.0,5391,5615,128,1.9314727484418893e-06,0.032,0.032,5391,5391,5391,8,8,3.048,3.348,3.348
50043,0,1.0,10987,11211,128,1.9314727484418893e-06,0.032,0.032,10987,10987,10987,16,16,3.048,3.648,3.710469338642847
50044,0,1.0,5482,5706,128,1.9314727484418893e-06,0.032,0.032,5482,5482,5482,8,8,3.048,3.348,3.348
50045,1,1.0,152,255,7,5.9506949454663995e-06,0.00175,0.00175,152,152,152,0,0,0.007875,0.007875,0.007875
50046,3,1.0,11528,11752,128,1.9314727484418893e-06,0.032,0.032,11528,11528,11528,8,8,3.048,3.348,3.348
50047,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
50048,1,1.0,1363,1587,128,1.0373055555555563e-05,0.032,0.032,1363,1363,1363,8,8,3.048,3.348,3.348
50049,3,1.0,8271,8369,2,5.85e-07,0.0005,0.0005,8271,8271,8271,0,0,0.000375,0.000375,0.004080045602392914
50050,0,1.0,8191,8415,128,1.9314727484418893e-06,0.032,0.032,8191,8191,8191,8,8,3.048,3.348,3.756276404252909
50051,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
50052,0,1.0,5388,5612,128,1.9314727484418893e-06,0.032,0.032,5388,5388,5388,8,8,3.048,3.348,3.348
50053,2,1.0,1737,1961,128,1.0373055555555563e-05,0.032,0.032,1737,1737,1737,8,8,3.048,3.348,3.348
50054,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
50055,2,1.0,6163,6387,128,1.9314727484418893e-06,0.032,0.032,6163,6163,6163,8,8,3.048,3.348,3.654871134376262
50056,0,1.0,11827,12051,128,1.9314727484418893e-06,0.032,0.032,11827,11827,11827,8,8,3.048,3.348,3.348
50057,0,1.0,1582,1806,128,1.9314727484418893e-06,0.032,0.032,1582,1582,1582,16,16,3.048,3.648,3.648
50058,2,1.0,1175,1399,128,1.0373055555555563e-05,0.032,0.032,1175,1175,1175,8,8,3.048,3.348,3.348
50059,0,2.0,8111,8211,4,2.4883603649426315e-05,0.002,0.002,8111,8111,8111,0,0,0.0045000000000000005,0.0045000000000000005,0.013005939147047297
50060,2,2.0,7401,7504,7,2.7591582762437613e-06,0.0035,0.0035,7401,7401,7401,0,0,0.01575,0.01575,0.018497340529090685
50061,0,2.0,931,1155,128,2.583055570913793e-05,0.064,0.064,931,931,931,13,13,6.096,7.071,7.071
50062,3,1.0,7918,8016,2,6.879278342431555e-06,0.0005,0.0005,7918,7918,7918,0,0,0.000375,0.000375,0.010808732850562181
50063,0,1.0,2660,2884,128,1.0373055555555563e-05,0.032,0.032,2660,2660,2660,12,12,3.048,3.498,3.498
50064,2,1.0,5887,6111,128,1.9314727484418893e-06,0.032,0.032,5887,5887,5887,8,8,3.048,3.348,3.662534564657232
50065,3,1.0,1294,1518,128,1.0373055555555563e-05,0.032,0.032,1294,1294,1294,16,16,3.048,3.648,3.648
50066,3,1.0,1175,1399,128,1.0373055555555563e-05,0.032,0.032,1175,1175,1175,8,8,3.048,3.348,3.348
50067,1,1.0,1391,1615,128,1.9314727484418893e-06,0.032,0.032,1391,1391,1391,16,16,3.048,3.648,3.648
50068,3,1.0,11276,11394,22,9.65529939242754e-06,0.0055,0.0055,11276,11276,11276,2,2,0.08662500000000001,0.16162500000000002,0.16162500000000002
50069,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
50070,0,1.0,7488,7586,2,5.85e-07,0.0005,0.0005,7488,7488,7491,0,0,0.000375,0.000375,0.0031557152960158138
50071,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
50072,0,1.0,1175,1399,128,1.0373055555555563e-05,0.032,0.032,1175,1175,1175,8,8,3.048,3.348,3.348
50073,3,1.0,6849,6969,24,1.8615120156467018e-06,0.006,0.006,6849,6849,6849,0,0,0.10350000000000001,0.10350000000000001,0.19693557133567197
50074,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
50075,1,1.0,7838,7958,24,1.8615120156467018e-06,0.006,0.006,7838,7848,7848,8,0,0.10350000000000001,0.1935,0.31002083014479154
50076,2,1.0,5188,5285,1,3.770217498256928e-07,0.00025,0.00025,5188,5188,5188,0,0,0.0,0.0,0.0
50077,2,1.0,927,1028,5,5.089282462185221e-06,0.00125,0.00125,927,936,936,4,0,0.00375,0.020625,0.020625
50078,0,1.0,10385,10482,1,3.770217498256928e-07,0.00025,0.00025,10385,10385,10385,0,0,0.0,0.0,0.00011710404962094731
50079,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
50080,1,1.0,6260,6484,128,1.0373055555555563e-05,0.032,0.032,6260,6260,6260,8,8,3.048,3.348,3.4124951972446462
50081,0,1.0,1419,1643,128,1.0373055555555563e-05,0.032,0.032,1419,1419,1419,8,8,3.048,3.348,3.348
50082,3,1.0,6243,6467,128,1.9314727484418893e-06,0.032,0.032,6243,6243,6243,8,8,3.048,3.348,3.4158474099113763
50083,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
50084,3,2.0,3852,3950,2,1.4567429055899217e-06,0.001,0.001,3852,3852,3852,0,0,0.00075,0.00075,0.00075
50085,0,1.0,1218,1442,128,1.0373055555555563e-05,0.032,0.032,1218,1218,1218,14,14,3.048,3.573,3.573
50086,0,1.0,9903,10001,2,5.85e-07,0.0005,0.0005,9903,9903,9903,0,0,0.000375,0.000375,0.001040125249421488
50087,1,1.0,10388,10612,128,1.0373055555555563e-05,0.032,0.032,10388,10388,10388,8,8,3.048,3.348,3.3774848359068024
50088,2,1.0,8943,9167,128,1.0373055555555563e-05,0.032,0.032,8943,8943,8943,8,8,3.048,3.348,3.3705348272186226
50089,3,1.0,7403,7500,1,3.770217498256928e-07,0.00025,0.00025,7403,7403,7403,0,0,0.0,0.0,0.00025130544727061167
50090,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
50091,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
50092,1,1.0,385,485,4,8.497657325395771e-07,0.001,0.001,385,385,385,0,0,0.0022500000000000003,0.0022500000000000003,0.0022500000000000003
50093,1,1.0,6436,6660,128,1.9314727484418893e-06,0.032,0.032,6436,6436,6436,8,8,3.048,3.348,3.4125885220644925
50094,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
50095,1,1.0,7642,7742,4,4.5637025735678415e-06,0.001,0.001,7642,7642,7643,0,0,0.0022500000000000003,0.0022500000000000003,0.009463339652210804
50096,1,1.0,1122,1346,128,1.0373055555555563e-05,0.032,0.032,1122,1122,1122,14,14,3.048,3.573,3.573
50097,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
50098,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
50099,3,2.0,6536,6633,1,9.388440330114133e-07,0.0005,0.0005,6536,6536,6537,0,0,0.0,0.0,0.002144299244579334
50100,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
50101,1,1.0,1175,1399,128,1.0373055555555563e-05,0.032,0.032,1175,1175,1175,8,8,3.048,3.348,3.348
50102,0,1.0,8955,9179,128,1.0373055555555563e-05,0.032,0.032,8955,8955,8955,8,8,3.048,3.348,3.3765288108989453
50103,2,1.0,766,886,24,1.8615120156467018e-06,0.006,0.006,766,766,766,0,0,0.10350000000000001,0.10350000000000001,0.10350000000000001
50104,1,1.0,5385,5609,128,1.9314727484418893e-06,0.032,0.032,5385,5385,5385,8,8,3.048,3.348,3.348
50105,0,1.0,5215,5439,128,1.9314727484418893e-06,0.032,0.032,5215,5215,5215,8,8,3.048,3.348,3.348
50106,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
50107,1,1.0,5205,5429,128,1.9314727484418893e-06,0.032,0.032,5205,5205,5205,8,8,3.048,3.348,3.348
50108,1,1.0,10715,10939,128,1.0373055555555563e-05,0.032,0.032,10715,10715,10715,16,16,3.048,3.648,3.684827581806536
50109,2,1.0,1839,1942,7,5.9506949454663995e-06,0.00175,0.00175,1839,1839,1839,0,0,0.007875,0.007875,0.007875
50110,3,1.0,10686,10910,128,1.0373055555555563e-05,0.032,0.032,10686,10686,10686,8,8,3.048,3.348,3.408364878965886
50111,1,2.0,983,1207,128,2.583055570913793e-05,0.064,0.064,983,983,983,8,8,6.096,6.696,6.696
50112,0,1.0,6557,6655,2,5.85e-07,0.0005,0.0005,6557,6557,6557,0,0,0.000375,0.000375,0.0008103713405372562
50113,1,1.0,484,708,128,1.9314727484418893e-06,0.032,0.032,484,484,484,8,8,3.048,3.348,3.348
50114,2,1.0,8973,9197,128,1.0373055555555563e-05,0.032,0.032,8973,8973,8973,16,16,3.048,3.648,3.665101418327867
50115,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
50116,3,1.0,11367,11591,128,1.9314727484418893e-06,0.032,0.032,11367,11367,11367,15,15,3.048,3.6105,3.6105
50117,2,1.0,4083,4180,1,2.0248111498076076e-06,0.00025,0.00025,4083,4083,4083,0,0,0.0,0.0,0.0
50118,3,1.0,6368,6592,128,1.0373055555555563e-05,0.032,0.032,6368,6368,6368,8,8,3.048,3.348,3.4081861723098434
50119,2,1.0,4772,4870,2,6.879278342431555e-06,0.0005,0.0005,4772,4776,4776,2,0,0.000375,0.003375,0.003375
50120,1,1.0,4091,4192,5,5.089282462185221e-06,0.00125,0.00125,4091,4091,4091,0,0,0.00375,0.00375,0.00375
50121,0,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
50122,0,1.0,8489,8587,2,5.85e-07,0.0005,0.0005,8489,8489,8489,0,0,0.000375,0.000375,0.009891427837328883
50123,3,2.0,691,791,4,2.4883603649426315e-05,0.002,0.002,691,691,691,0,0,0.0045000000000000005,0.0045000000000000005,0.0045000000000000005
50124,2,1.0,10987,11211,128,1.9314727484418893e-06,0.032,0.032,10987,10987,10987,16,16,3.048,3.648,3.6871104057241926
50125,2,1.0,10592,10816,128,1.0373055555555563e-05,0.032,0.032,10592,10592,10592,8,8,3.048,3.348,3.43289754088461
50126,3,1.0,8366,8464,2,5.85e-07,0.0005,0.0005,8366,8366,8368,0,0,0.000375,0.000375,0.004139140614216004
50127,0,1.0,4349,4573,128,1.0373055555555563e-05,0.032,0.032,4349,4349,4349,8,8,3.048,3.348,3.348
50128,3,1.0,11174,11277,7,1.108025023090091e-06,0.00175,0.00175,11174,11174,11174,0,0,0.007875,0.007875,0.007875
50129,1,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
50130,1,1.0,5386,5610,128,1.9314727484418893e-06,0.032,0.032,5386,5386,5386,8,8,3.048,3.348,3.348
50131,2,1.0,7051,7152,5,9.476292045471001e-07,0.00125,0.00125,7051,7051,7051,0,0,0.00375,0.00375,0.013244649985056539
50132,3,8.0,717,880,67,5.0106666666666605e-05,0.134,0.134,717,717,717,8,8,6.633,9.033,9.033
50133,1,1.0,9748,9846,2,5.85e-07,0.0005,0.0005,9748,9748,9748,0,0,0.000375,0.000375,0.0013637493043829742
50134,1,1.0,10902,11126,128,1.0373055555555563e-05,0.032,0.032,10902,10902,10902,16,16,3.048,3.648,3.728920911672826
50135,0,10.0,4745,4969,128,4.854422239098045e-05,0.32,0.32,4745,4745,4745,16,16,30.48,36.480000000000004,36.480000000000004
50136,2,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
50137,2,1.0,6554,6778,128,1.9314727484418893e-06,0.032,0.032,6554,6554,6554,8,8,3.048,3.348,3.6617968170798765
50138,1,2.0,5375,5599,128,2.583055570913793e-05,0.064,0.064,5375,5375,5375,8,8,6.096,6.696,6.696
50139,3,1.0,10987,11211,128,1.9314727484418893e-06,0.032,0.032,10987,10987,10987,16,16,3.048,3.648,3.6874932778227443
50140,3,1.0,3344,3442,2,5.85e-07,0.0005,0.0005,3344,3344,3344,0,0,0.000375,0.000375,0.000375
50141,1,1.0,1453,1677,128,1.9314727484418893e-06,0.032,0.032,1453,1453,1453,8,8,3.048,3.348,3.348
