day,slot,observed_total_mw,trace_constrained_total_mw,observed_region_0_mw,trace_constrained_region_0_mw
62,0,33.89192550029661,413.2185382403096,8.720722475472169,93.23573966789857
62,1,33.81257503268444,33.81257503268444,8.77385720211048,8.77385720211048
62,2,34.01698629356289,34.01698629356289,8.753927148586055,8.753927148586055
62,3,34.03578906093196,34.03578906093196,8.753927148586055,8.753927148586055
62,4,34.03578906093196,34.03578906093196,8.753927148586055,8.753927148586055
62,5,34.00832778209133,34.00832778209133,8.726465869745422,8.726465869745422
62,6,34.08942533821713,24.249046374480116,8.591946760916878,6.0
62,7,33.75938010429819,25.542187524097102,8.486516024420196,7.480770184383161
62,8,33.85042978039865,31.148546071682247,8.469890467388806,6.0
62,9,34.030102387619536,33.06315598099285,8.083899201291187,8.083899201291187
62,10,35.54170556936433,34.94773563288224,8.472927284339125,8.472927284339125
62,11,35.03326178616788,28.21542525367193,8.249476532367714,8.249476532367714
62,12,34.849218142737485,27.046033981913453,8.249476532367714,6.0
62,13,34.846875170396906,24.251843498532622,8.249476532367714,6.0
62,14,34.43588124702017,24.0,8.249476532367714,6.0
62,15,34.19522920468517,29.042556486082745,8.103331732170629,6.0
62,16,34.36636560798138,28.11851651359158,7.992373669336149,6.0
62,17,32.78870195412639,26.510080610130004,7.844717485335542,6.0
62,18,33.33552948676596,24.547451755106323,7.806855304034623,6.0
62,19,34.52471593713516,29.23701006863689,7.816615748326452,6.0
62,20,35.91647147041179,31.072096964918586,7.916779129524366,7.639524029997517
62,21,36.05445468674009,29.402265411297517,8.038404363982373,6.0
